35.27914099,-80.68063427
35.09866712,-80.83587164
35.09854313,-80.83591455
35.31593287,-80.74876494
35.31600017,-80.74873007
35.31566914,-80.74905194
35.31567899,-80.74924238
35.31586994,-80.74902512
35.31599634,-80.74886553
35.31576489,-80.7491485
35.3593285,-80.8533828
35.3593285,-80.8533828
35.3204752,-80.78915862
35.3204121,-80.788936
35.04644305,-80.80686817
35.0889804,-81.0153557
35.0889804,-81.0153557
35.0889804,-81.0153557
35.0889804,-81.0153557
35.0889804,-81.0153557
35.2378742,-80.7328102
35.2378742,-80.7328102
35.2378742,-80.7328102
35.2378742,-80.7328102
35.2378742,-80.7328102
35.2378742,-80.7328102
35.31553618,-80.74919477
35.31561497,-80.74930876
35.31581195,-80.74909821
35.31593779,-80.74891448
35.31586666,-80.74882864
35.13317396,-80.7431428
35.28607616,-80.85831653
35.28601212,-80.85829139
35.28598487,-80.85829619
35.28532531,-80.8581154
35.28523829,-80.85809194
35.28516167,-80.85807249
35.28503412,-80.85802965
35.28401102,-80.85764315
35.28398802,-80.8576332
35.28396558,-80.85762516
35.28393435,-80.85761696
35.28336494,-80.85737631
35.2832976,-80.85734323
35.28322399,-80.85731037
35.28262088,-80.85709006
35.28254535,-80.85705519
35.27832893,-80.85567117
35.2781175,-80.85561112
35.27800749,-80.85558161
35.27717237,-80.8553414
35.27708698,-80.85531928
35.2770432,-80.85530587
35.27280781,-80.85415937
35.27268027,-80.85415401
35.27255656,-80.85414529
35.28033578,-80.85652806
35.28045501,-80.85657731
35.28053547,-80.85660145
35.28096457,-80.856748
35.28106145,-80.85678354
35.28116052,-80.8568231
35.28150454,-80.856959
35.28160196,-80.8570113
35.28225122,-80.85725285
35.28235079,-80.85728824
35.28244329,-80.85733384
35.28253124,-80.85736524
35.28314545,-80.85761636
35.28474725,-80.8582446
35.28498997,-80.858334
35.28522851,-80.85841753
35.28535288,-80.85845552
35.28546642,-80.85848399
35.27030748,-80.85099034
35.27052757,-80.85114487
35.27061855,-80.85105814
35.27235916,-80.81408545
35.27217761,-80.81421122
35.26906106,-80.82039155
35.26138099,-80.83324432
35.26141978,-80.83088003
35.26060214,-80.82902849
35.26067112,-80.82903251
35.26136198,-80.82770482
35.26137499,-80.82740081
35.26137086,-80.827384
35.26137038,-80.82734913
35.26240213,-80.82913369
35.2535342,-80.81745617
35.25351169,-80.81730694
35.25360684,-80.8169844
35.25366732,-80.81686132
35.25411323,-80.81606001
35.25374702,-80.81671387
35.25362464,-80.81760468
35.25373309,-80.81787994
35.25376539,-80.81770232
35.25389553,-80.8177351
35.25402616,-80.81769338
35.25415387,-80.81764391
35.25427202,-80.8175849
35.25441043,-80.81751099
35.25451624,-80.81747046
35.25585869,-80.8170545
35.25586568,-80.8169943
35.25584737,-80.81691681
35.25583491,-80.81687528
35.2556993,-80.81675607
35.25562647,-80.81675547
35.25556922,-80.81676382
35.25551392,-80.81676024
35.26121029,-80.8037819
35.26981403,-80.81289113
35.26657903,-80.81278771
35.26107948,-80.80935618
35.26108648,-80.80940923
35.26110856,-80.80947301
35.26130506,-80.81763849
35.26149661,-80.81867427
35.2615311,-80.81880637
35.27270337,-80.78962529
35.2728807,-80.78969541
35.26942447,-80.77705925
35.26938864,-80.77705567
35.26935963,-80.77706104
35.2682458,-80.77809127
35.26831752,-80.77809604
35.2687873,-80.80600854
35.27174242,-80.81098834
35.27166085,-80.81104556
35.27159905,-80.81109146
35.27153549,-80.81114272
35.27133323,-80.81130186
35.27128135,-80.8113418
35.27122265,-80.8113865
35.27546278,-80.78139253
35.27539698,-80.79531281
35.26404114,-80.80162696
35.26365307,-80.79729358
35.2739883,-80.77230543
35.27403627,-80.77232927
35.28100716,-80.77138275
35.28100667,-80.77113181
35.28111442,-80.77089764
35.28105477,-80.7709305
35.28091937,-80.77076323
35.28089146,-80.77109717
35.2808866,-80.77127628
35.28082957,-80.77158293
35.2807086,-80.77157042
35.28099637,-80.77158153
35.28115835,-80.7715822
35.28129123,-80.7715825
35.28144903,-80.77159092
35.28151087,-80.77113166
35.28150212,-80.77132747
35.28195925,-80.77162817
35.28158878,-80.77160396
35.28174582,-80.77161562
35.28038217,-80.77130081
35.28030555,-80.77090398
35.28030087,-80.77110247
35.28037367,-80.77155866
35.28023664,-80.77155091
35.27983978,-80.77141181
35.27993777,-80.77127651
35.27989902,-80.77122942
35.27982132,-80.77104026
35.27975031,-80.77127983
35.27966913,-80.77094013
35.27963044,-80.77076128
35.27958731,-80.77059736
35.27954279,-80.77034762
35.27955903,-80.77034225
35.27951732,-80.7701827
35.27946096,-80.76988688
35.27942239,-80.76967493
35.27937547,-80.76917976
35.27936269,-80.76901798
35.2795541,-80.7688338
35.27933824,-80.76880102
35.27931993,-80.76864903
35.27926972,-80.76825138
35.2794343,-80.76827326
35.27925981,-80.76803401
35.27948722,-80.76821997
35.2801075,-80.76809348
35.28014953,-80.76776506
35.28041393,-80.76802434
35.28046033,-80.76814593
35.28038656,-80.76829554
35.28043199,-80.76839687
35.28052705,-80.76827408
35.28204339,-80.77008881
35.28191096,-80.76997481
35.2817693,-80.76985344
35.28159926,-80.76990925
35.28060606,-80.7684225
35.28068347,-80.76860444
35.28076558,-80.76876716
35.2807419,-80.76903872
35.28090801,-80.76906613
35.28140505,-80.76952174
35.28129738,-80.76942548
35.28116495,-80.76931417
35.2808099,-80.76921038
35.28074975,-80.7693117
35.28054119,-80.76944641
35.28062458,-80.76968483
35.28083204,-80.76979331
35.28105987,-80.76925268
35.27165016,-80.77199917
35.27171338,-80.77199046
35.27228157,-80.77195071
35.27234232,-80.77194825
35.27151212,-80.76995205
35.2716335,-80.76992754
35.27178244,-80.76988686
35.27402036,-80.76958835
35.27314638,-80.77102676
35.27329985,-80.77039674
35.27332394,-80.77030621
35.27334011,-80.77020094
35.27331002,-80.76988436
35.27318844,-80.76976202
35.27301809,-80.76978736
35.27246003,-80.76990962
35.27213712,-80.76997131
35.26044779,-80.78323253
35.26709967,-80.7759657
35.26578124,-80.78538543
35.26564083,-80.7945805
35.26121229,-80.76003636
35.26113412,-80.75996841
35.26106811,-80.75991238
35.26101087,-80.7598641
35.26094194,-80.75981403
35.26281135,-80.75749984
35.26285971,-80.75736096
35.26291878,-80.75716784
35.26651902,-80.74572481
35.26659231,-80.7455005
35.26661877,-80.74542778
35.26665399,-80.7453342
35.27091538,-80.74049472
35.27099342,-80.74043214
35.25741415,-80.79638121
35.25334405,-80.78992268
35.25332391,-80.79002774
35.25303527,-80.79665148
35.23695917,-80.73970641
35.24683471,-80.8015828
35.24760187,-80.8018434
35.24449183,-80.79709242
35.25736947,-80.7889178
35.25745532,-80.78890707
35.2576862,-80.78889038
35.25783249,-80.78889311
35.25117908,-80.77388786
35.24966318,-80.76947764
35.24962486,-80.76946557
35.24949915,-80.76945037
35.24943674,-80.76943964
35.25583198,-80.76977722
35.25591274,-80.78222208
35.25593056,-80.78210436
35.26284943,-80.73778078
35.26279827,-80.73775679
35.2525173,-80.78021303
35.25964948,-80.73644869
35.25964273,-80.73665656
35.24918483,-80.79353504
35.24820825,-80.79393466
35.24855139,-80.79528589
35.24870685,-80.79542418
35.24897707,-80.79567472
35.25799715,-80.75883559
35.25808348,-80.75886659
35.24865717,-80.78880567
35.25819648,-80.76169708
35.25819082,-80.76176205
35.24793364,-80.78636259
35.24791515,-80.78627758
35.25815985,-80.7619808
35.25812888,-80.7621465
35.25762922,-80.76275359
35.25752768,-80.76281201
35.25757046,-80.76410927
35.25750445,-80.76414384
35.24622475,-80.78278668
35.25537204,-80.76510068
35.24668124,-80.7827621
35.25624838,-80.74404425
35.25628312,-80.74412173
35.25561707,-80.75571686
35.2556773,-80.7556659
35.25704286,-80.74211116
35.25532991,-80.76216429
35.24256836,-80.79132147
35.24264803,-80.79126656
35.25548097,-80.74896362
35.26050426,-80.74504578
35.24056629,-80.78969058
35.23869843,-80.7830059
35.23870056,-80.7830655
35.23600295,-80.78690228
35.24908504,-80.77448443
35.24913196,-80.77449538
